GEOID,DIST
121079501003044,1
121079502022104,1
121079503004005,2
121079514022015,5
121079503003007,2
121079507001036,4
121079505004059,2
121079508002047,4
121079507004045,4
121079502013167,1
121079501003055,1
121079513002138,5
121079502013115,1
121079514021049,5
121079502013160,1
121079502011079,1
121079503004052,2
121079504001011,2
121079502011032,1
121079502013252,1
121079513002110,5
121079503003065,2
121079512001025,3
121079502012162,1
121079503001197,2
121079514022030,5
121079509003023,4
121079509006007,4
121079506003067,1
121079512003067,3
121079502013041,1
121079502013008,1
121079514013058,5
121079507001056,4
121079507001063,4
121079506002005,3
121079509004015,4
121079509005012,3
121079503002050,2
121079502012100,1
121079503003009,2
121079509006008,4
121079502013281,1
121079505001066,5
121079503003017,2
121079503003133,2
121079502014010,1
121079507001023,4
121079503001205,2
121079505002087,2
121079503003045,2
121079506002027,3
121079511004008,3
121079510002011,1
121079501003011,1
121079509005007,3
121079506002024,3
121079502013194,1
121079504002000,2
121079514011018,5
121079512002007,5
121079511001003,3
121079503002064,2
121079502014066,1
121079502014031,1
121079512002010,5
121079502022080,1
121079502011065,1
121079513002079,5
121079502022138,1
121079505002000,1
121079502012083,1
121079510003018,3
121079514021087,5
121079508002045,4
121079501003030,1
121079503001209,2
121079502013022,1
121079505004064,2
121079503002056,2
121079502022041,1
121079503001014,2
121079514011035,5
121079507003022,4
121079508001029,4
121079502012027,1
121079502012087,1
121079503001047,2
121079503003150,2
121079505001061,5
121079503001138,2
121079502012077,1
121079502013212,1
121079506003003,4
121079504001016,2
121079512005024,5
121079503001026,2
121079502022122,1
121079504001007,2
121079502013124,1
121079508002002,4
121079514013072,5
121079506001008,3
121079503004040,2
121079512003013,3
121079507001022,4
121079508001011,4
121079502013067,1
121079503003008,2
121079503001146,2
121079502011056,2
121079503001149,2
121079503003041,2
121079505002042,2
121079507004035,4
121079513002097,5
121079511003009,3
121079513002129,5
121079502011030,1
121079502012117,1
121079502014044,2
121079511001002,3
121079501003003,1
121079503003186,2
121079506003065,4
121079502012003,1
121079508004009,4
121079508001033,4
121079512003001,3
121079513002054,5
121079503001012,2
121079505004010,2
121079512004034,3
121079502013232,1
121079508002000,4
121079504001024,2
121079502013179,1
121079510003036,3
121079505001040,3
121079512003038,3
121079512003078,3
121079507004052,4
121079502021019,1
121079513002128,5
121079506002001,4
121079501002030,1
121079510002009,3
121079505004131,2
121079505004028,2
121079512004042,3
121079512001042,3
121079512004078,3
121079506001015,3
121079505001041,5
121079502022097,1
121079502013145,1
121079502022084,1
121079501002011,1
121079502012060,1
121079502021007,1
121079512004022,3
121079513001028,5
121079509004000,4
121079505004092,2
121079513001011,5
121079514021038,5
121079505004124,2
121079507001017,4
121079514021079,5
121079512001008,3
121079505001079,5
121079502022027,1
121079509001022,4
121079513001078,5
121079504002016,2
121079502022085,1
121079502012137,1
121079502012129,1
121079502012144,1
121079502014015,1
121079502012054,1
121079503001168,2
121079503001233,2
121079513002161,5
121079505002007,2
121079510001023,3
121079513002033,5
121079502022010,1
121079502013217,1
121079502013065,1
121079503003201,2
121079510002013,1
121079503001180,2
121079501003005,1
121079505004031,2
121079513002090,5
121079507004014,4
121079509001007,4
121079509002030,4
121079505003006,2
121079502014063,1
121079502013250,1
121079510003035,3
121079512001002,3
121079508003032,3
121079514021028,5
121079502013019,1
121079514013026,5
121079502011021,1
121079503001196,2
121079505002002,1
121079514022023,5
121079512002027,5
121079514013042,5
121079502013037,1
121079502013244,1
121079502013254,1
121079501003052,1
121079507004006,4
121079508002053,4
121079514022003,5
121079508002040,4
121079501001037,1
121079511004012,3
121079514013071,5
121079514011036,5
121079513002021,5
121079503004035,2
121079505002038,2
121079502012103,1
121079502012113,1
121079514021010,5
121079512001057,3
121079505004071,2
121079512005007,5
121079505003046,2
121079514013038,5
121079505002026,2
121079505001086,1
121079505002013,2
121079505002094,2
121079503003161,2
121079512004088,3
121079502022058,1
121079503003138,2
121079510001025,3
121079513001040,5
121079502014070,1
121079507004021,4
121079503001153,2
121079506003084,4
121079512002034,5
121079510001006,1
121079502012031,1
121079511001021,3
121079503003074,2
121079502022017,1
121079510002024,3
121079503002029,2
121079505003036,2
121079512004083,3
121079505001009,3
121079513002032,5
121079502014007,1
121079506003032,4
121079513002126,5
121079514022042,5
121079502013023,1
121079502013120,1
121079506003056,4
121079508001019,4
121079502012122,1
121079501002029,1
121079512002019,5
121079507001006,1
121079503002028,2
121079502012093,1
121079513001002,5
121079502022000,1
121079504001025,2
121079503001088,2
121079507001096,4
121079502012069,1
121079502013077,1
121079505002031,2
121079510003007,3
121079505004103,2
121079503003048,2
121079509002020,4
121079512001064,3
121079501002000,1
121079503003064,2
121079512004005,3
121079503003173,2
121079513001082,5
121079501001019,1
121079503001104,2
121079503001221,2
121079503001086,2
121079503001079,2
121079509006005,4
121079509001015,4
121079502012016,1
121079505002079,2
121079513001005,5
121079502022089,1
121079502013285,1
121079512003061,3
121079503003184,2
121079503003203,2
121079501001006,1
121079510002005,1
121079502013276,1
121079503003116,2
121079510002018,3
121079502022115,1
121079508004043,4
121079508003035,4
121079507002066,4
121079514023035,5
121079512001044,3
121079512003029,3
121079502013137,1
121079507001034,4
121079507002076,4
121079508001014,4
121079508002004,4
121079514011000,3
121079508002007,4
121079513002077,5
121079503001002,2
121079505003039,2
121079502014041,2
121079512002025,5
121079513002121,5
121079502021018,1
121079502012057,1
121079503003016,2
121079505002054,2
121079505002071,2
121079504002020,2
121079501003053,1
121079503002037,2
121079502022141,1
121079503003122,2
121079510002017,3
121079501003008,1
121079513002011,5
121079502013017,1
121079514012003,5
121079502014078,2
121079509002023,4
121079507002065,4
121079507002050,4
121079509001005,4
121079503001126,2
121079505004082,2
121079512004039,3
121079514011058,5
121079501002002,1
121079513002042,5
121079513002038,5
121079502022100,1
121079502022121,1
121079510003005,3
121079511002020,3
121079502013107,1
121079501003032,1
121079501001001,1
121079508004010,4
121079502014030,1
121079509004002,4
121079513002125,5
121079512001004,3
121079502011017,1
121079513002103,5
121079503004019,2
121079507003007,4
121079502014006,1
121079502013069,1
121079508001010,4
121079507002017,4
121079502013033,1
121079509006003,4
121079508002018,4
121079514023034,5
121079503004043,2
121079509004016,4
121079508004053,4
121079505002005,2
121079502022112,1
121079502022111,1
121079505001007,5
121079512003025,3
121079501001017,1
121079502013182,1
121079502013147,1
121079503003047,2
121079502012145,1
121079513002133,5
121079509001012,4
121079508004056,3
121079503001171,2
121079502012164,1
121079509002010,4
121079507001015,4
121079502012135,1
121079502012004,1
121079509006018,4
121079503001224,2
121079503001223,2
121079509003018,4
121079503003196,2
121079513002102,5
121079510002010,3
121079502022128,1
121079503001018,2
121079503003149,2
121079502022048,1
121079512001058,3
121079503001068,2
121079505001057,5
121079502013152,1
121079502022043,1
121079503001045,2
121079507004039,4
121079513002017,5
121079506003015,4
121079507002040,4
121079505004021,2
121079505001046,3
121079514011003,5
121079509006012,4
121079502013172,1
121079502013028,1
121079502013112,1
121079507001004,1
121079505001023,5
121079502022134,1
121079502022118,1
121079514013070,5
121079512004076,3
121079503003118,2
121079502012095,1
121079503001022,2
121079503001111,2
121079509006027,4
121079505002057,2
121079501001043,1
121079503001147,2
121079502012058,1
121079514021032,5
121079514012011,5
121079503003206,2
121079505001021,5
121079503004031,2
121079502012167,1
121079503003137,2
121079503003057,2
121079507001009,1
121079513001075,5
121079502014048,1
121079509006021,4
121079509004006,4
121079509001004,4
121079503004054,2
121079505001011,1
121079510001005,1
121079514011005,5
121079513002047,5
121079513001049,5
121079513001054,5
121079502012152,1
121079502013280,1
121079505001067,5
121079502022049,1
121079511002010,3
121079507004000,4
121079512003076,3
121079514021009,5
121079511003008,3
121079505001005,5
121079507002085,4
121079509006010,4
121079507002052,4
121079502012066,1
121079506003048,4
121079513002049,5
121079512003035,3
121079509005020,3
121079503002052,2
121079503003077,2
121079514022031,5
121079502013006,1
121079506003075,1
121079512001023,3
121079502013113,1
121079508003010,3
121079507001037,4
121079509006001,4
121079514021074,5
121079513001066,5
121079509005002,3
121079514013077,5
121079508002009,4
121079509005013,3
121079514013076,5
121079512001012,3
121079509004011,4
121079509004018,4
121079502022124,1
121079502022020,1
121079510003011,3
121079513002076,5
121079512001030,3
121079505001052,5
121079508004047,4
121079512005009,5
121079502014056,2
121079502012121,1
121079513001026,5
121079508002024,4
121079503003170,2
121079502011066,1
121079514023009,5
121079511002040,3
121079505001025,5
121079502022067,1
121079503001194,2
121079503003198,2
121079510002006,1
121079509001030,4
121079512002028,5
121079511003018,3
121079502012034,1
121079502012017,1
121079503003004,2
121079506003025,4
121079501001018,1
121079502022035,1
121079510001027,1
121079508002044,4
121079508004023,4
121079512005012,5
121079503003082,2
121079511002022,3
121079514022006,5
121079512003030,3
121079503001069,2
121079514013078,5
121079501003026,1
121079511002003,3
121079503001105,2
121079503001029,2
121079502021010,1
121079502013211,1
121079502013255,1
121079511004006,3
121079508003017,4
121079508004019,4
121079503004037,2
121079502013200,1
121079502013035,1
121079501001008,1
121079512003053,3
121079505001032,5
121079507001102,4
121079507002031,4
121079502022039,1
121079508004026,4
121079508001032,4
121079508002032,4
121079508002011,4
121079512001001,3
121079514013065,5
121079514013021,5
121079503002055,2
121079502012019,1
121079511002008,3
121079503001152,2
121079503001206,2
121079503003190,2
121079503002045,2
121079502013108,1
121079502013111,1
121079514021026,5
121079514011065,5
121079512003023,3
121079505002061,2
121079503001141,2
121079506001020,5
121079505002034,2
121079506003028,4
121079503003026,2
121079503003126,2
121079509003024,4
121079506003004,4
121079501002031,1
121079505003028,2
121079513002081,5
121079511002004,3
121079509003005,4
121079505001026,5
121079501003006,1
121079507001020,4
121079512005022,5
121079514022005,5
121079514023021,5
121079510003041,3
121079514021058,5
121079512003006,3
121079514022014,5
121079514022022,5
121079502013099,1
121079512004080,3
121079505004022,2
121079503002053,2
121079512004059,3
121079506003049,4
121079511001005,3
121079512004064,3
121079510001003,1
121079503001184,2
121079512003058,3
121079503004051,2
121079512003077,3
121079505004080,2
121079503003162,2
121079514021045,5
121079505004084,2
121079509004008,4
121079514013073,5
121079502022114,1
121079502011059,1
121079513001048,5
121079514022028,5
121079502013161,1
121079508004055,3
121079512004046,3
121079502013091,1
121079502013070,1
121079501002028,1
121079508002025,4
121079502011031,1
121079508002028,4
121079506003078,1
121079514011026,5
121079514012017,5
121079509004010,4
121079505003052,2
121079508001039,4
121079505001064,5
121079506003037,4
121079510001011,1
121079510001019,1
121079503004044,2
121079505001042,5
121079502014060,1
121079508002035,4
121079512004028,3
121079514013040,5
121079513001087,5
121079513002150,5
121079503001227,2
121079512004087,3
121079505002030,2
121079503003105,2
121079503003171,2
121079505001075,5
121079503003207,2
121079510001010,1
121079502012002,1
121079513002013,5
121079509006023,4
121079509002004,4
121079503001120,1
121079503001220,2
121079503001107,2
121079502012141,1
121079509003021,4
121079513002063,5
121079502022054,1
121079501003002,1
121079514022000,5
121079503001174,2
121079503001189,2
121079512003005,3
121079512003046,3
121079505004062,2
121079505003042,2
121079505004130,2
121079507004041,4
121079514013055,5
121079510003026,3
121079503001236,2
121079503003177,2
121079504001004,2
121079502013169,1
121079502013210,1
121079502013251,1
121079502011035,1
121079502013290,1
121079507001033,4
121079512001028,3
121079507003026,4
121079508003006,3
121079503001225,2
121079509006016,4
121079511001016,3
121079506003007,4
121079503003166,2
121079502013134,1
121079507003013,4
121079502013061,1
121079508004027,4
121079502022022,1
121079510002007,1
121079501003056,1
121079505003024,2
121079505002009,2
121079512001065,3
121079512004072,3
121079506001010,3
121079505003033,2
121079501003028,1
121079507001092,4
121079502012124,1
121079506003035,4
121079508002038,4
121079503002034,2
121079512005017,5
121079514021094,5
121079514011013,5
121079514021051,5
121079502013220,1
121079505001029,5
121079503001208,2
121079511003023,3
121079511002036,3
121079501002036,1
121079514011056,5
121079502013058,1
121079511003007,3
121079503001076,2
121079510001045,3
121079513002108,5
121079505003034,2
121079512005013,5
121079513001009,5
121079512002001,5
121079513001069,5
121079502022137,1
121079511002000,3
121079507001031,4
121079514021066,5
121079514021071,5
121079503003131,2
121079512004036,3
121079503004023,2
121079501001047,1
121079505004122,2
121079505004015,2
121079507001019,4
121079501003037,1
121079502011060,2
121079505004093,2
121079507002013,4
121079510001018,1
121079503001173,2
121079505004003,2
121079503004017,2
121079502013163,1
121079502014004,1
121079503001035,2
121079503001006,2
121079505004006,2
121079511004011,3
121079506002032,3
121079502012136,1
121079508004020,4
121079505004116,2
121079511003033,3
121079512003000,3
121079502013080,1
121079502022003,1
121079510001004,1
121079510001002,1
121079505002091,2
121079503004013,2
121079512004047,3
121079503003086,2
121079501001049,1
121079509005009,3
121079505003049,2
121079502013166,1
121079503003098,2
121079505004017,2
121079503001140,2
121079502013103,1
121079514021029,5
121079510001024,3
121079503001201,2
121079512004014,3
121079502013187,1
121079505004078,2
121079507001024,4
121079504002008,2
121079510001039,3
121079503002022,2
121079509003013,4
121079509004005,4
121079506003001,1
121079513001000,5
121079514011057,5
121079502021029,5
121079507002055,4
121079512002021,5
121079502012160,1
121079505004083,2
121079505004118,2
121079505004108,2
121079508001034,4
121079514021081,5
121079503003204,2
121079502013001,1
121079505004120,2
121079501003058,1
121079508001020,4
121079514013059,5
121079510002012,3
121079503001134,2
121079503003197,2
121079507002000,4
121079502021001,1
121079513001050,5
121079514021004,5
121079502011057,2
121079503001004,2
121079505003040,2
121079503002049,2
121079502012150,1
121079501002034,1
121079513001051,5
121079511002001,3
121079508004022,3
121079505003057,2
121079502011072,1
121079507001101,4
121079505002104,2
121079514023020,5
121079512003083,5
121079509002026,4
121079507002024,4
121079501002019,1
121079506001009,3
121079512005018,5
121079502022071,1
121079502014074,2
121079503001009,2
121079503003205,2
121079513002145,5
121079505004107,2
121079505003045,2
121079514013011,5
121079505004063,2
121079501002007,1
121079510002014,3
121079512001003,3
121079514021012,5
121079509004007,4
121079513001043,5
121079507002014,4
121079507002020,4
121079512004019,3
121079513001063,5
121079514013051,5
121079514023005,5
121079509003000,4
121079505001050,5
121079513002080,5
121079503003040,2
121079514022026,5
121079508001026,4
121079507003002,4
121079514021039,5
121079512002020,5
121079514013066,5
121079514013039,5
121079511002039,3
121079511003006,3
121079503004022,2
121079505004013,2
121079503001080,2
121079503001082,2
121079501003015,1
121079502013237,1
121079501003050,1
121079506003072,1
121079509003012,4
121079513002114,5
121079510001000,1
121079510003010,3
121079507004037,4
121079503003046,2
121079513002089,5
121079505002039,2
121079508001012,4
121079508003015,4
121079505004097,2
121079514021070,5
121079505002006,2
121079508002037,4
121079507001047,4
121079514013067,5
121079514022029,5
121079503004048,2
121079509004017,4
121079505001045,5
121079514013024,5
121079502021023,1
121079508003021,3
121079507004020,4
121079509001035,4
121079514021075,5
121079514013048,5
121079503003080,2
121079503003023,2
121079503003097,2
121079502014034,2
121079505002015,2
121079503003154,2
121079512003015,3
121079503001106,2
121079513002001,5
121079506003076,1
121079502012022,1
121079505002081,2
121079511001013,3
121079505001053,5
121079510002003,3
121079514011046,5
121079503003191,2
121079510003044,3
121079507004046,4
121079505004119,2
121079509005008,3
121079501001025,1
121079501001042,1
121079505004026,2
121079512004067,3
121079510003002,3
121079507002086,4
121079511001009,3
121079501001000,1
121079505001016,5
121079505001056,5
121079503004030,2
121079502011027,1
121079513002105,5
121079513002157,5
