GEOID20,DIST
281210209021061,0
281210210042019,4
281210202151009,1
281210203031017,1
281210201012001,2
281210204023021,4
281210209022010,2
281210210011025,4
281210210013014,4
281210202191011,1
281210202086026,3
281210203043030,1
281210208012018,3
281210208041016,0
281210201011002,2
281210209022034,0
281210210042028,4
281210208032023,0
281210202192005,3
281210202101007,2
281210201041010,2
281210205001017,0
281210201032015,3
281210210034006,4
281210201041005,2
281210210052062,4
281210202171006,1
281210209011046,0
281210202161011,1
281210204025003,4
281210202141010,1
281210209022027,0
281210204013027,4
281210201051011,2
281210201011065,2
281210204023007,4
281210202094012,1
281210204013037,4
281210208012020,3
281210209022013,0
281210209011002,0
281210206011010,0
281210202162001,1
281210205001009,0
281210204023014,4
281210201012005,2
281210201032011,3
281210209011003,0
281210209021042,0
281210201031008,3
281210204021016,4
281210203041021,1
281210201051016,2
281210202121026,2
281210201031005,3
281210210034030,4
281210210014007,4
281210204011009,4
281210202183002,3
281210202091007,1
281210204024004,4
281210201032018,3
281210202091010,1
281210209023012,2
281210208012024,3
281210206012023,0
281210203043022,1
281210208031039,0
281210210014021,4
281210202152010,1
281210209023058,0
281210202152035,1
281210208044007,0
281210203043000,1
281210206012021,0
281210208043000,0
281210202085002,3
281210202191017,1
281210210042016,4
281210204013025,4
281210203041017,1
281210201051078,2
281210209012002,0
281210201051035,2
281210210051034,0
281210210033015,4
281210203031008,1
281210210051037,0
281210201051024,2
281210201051021,2
281210204012021,4
281210202193023,3
281210210032017,4
281219800001005,1
281210204022003,4
281210209011035,0
281210204024024,4
281210209021009,0
281210201011022,2
281210201011060,2
281210202192006,1
281210201051090,2
281210209021017,0
281210208012002,3
281210210052024,4
281210209012028,0
281210209021034,0
281210201032012,3
281210201013014,2
281210208032004,0
281210208041015,0
281210202094008,1
281210202094015,1
281210208052003,3
281210210034045,4
281210204021039,0
281210204025005,4
281210208041004,0
281210201051096,2
281210201051089,2
281210210043006,0
281210202193021,3
281210202161000,1
281210202121019,2
281210204023000,4
281210202171024,3
281210203041023,4
281210201013018,2
281210202152020,1
281210202086017,3
281210209023039,2
281210202181000,2
281210210051008,0
281210210014002,4
281210210011004,4
281210210032005,4
281210202183016,3
281210208044005,0
281210208031032,0
281210202082010,3
281210201011067,2
281210201011038,2
281210201051030,2
281210208032035,0
281210201051073,2
281210202193002,3
281210201041000,2
281210201011072,2
281210209023061,0
281210208041011,0
281210210042004,4
281210208031004,0
281210203041009,1
281210209011074,0
281210210042005,4
281210203041064,4
281210202084010,3
281210210034042,4
281210209011014,0
281210203041005,1
281210201031023,3
281210210052060,4
281210202121046,1
281210202142004,1
281210210031008,4
281210202083002,3
281210203041026,4
281210201042019,2
281210204012006,4
281210209011017,0
281210210011015,4
281210201042024,2
281210204013033,4
281210209021040,0
281210208044015,0
281210209023001,2
281210204011005,4
281210202121018,2
281210208032030,0
281210210052055,4
281210210052044,4
281210201041015,2
281210210052025,4
281210208041014,0
281210201011017,2
281210201012026,2
281210209021062,0
281210209021045,0
281210210034041,4
281210202192013,3
281210202183009,3
281210202161025,1
281210208032033,0
281210202191002,1
281210204022030,4
281210203041049,4
281210210013001,4
281210210041016,4
281210201051002,2
281210204022014,4
281210201012035,2
281210202142002,1
281210202102002,2
281210203043024,1
281210209011066,0
281210210052034,4
281210209023027,2
281210204022035,4
281210208062013,3
281210202092008,2
281210210052061,4
281210202151002,1
281210202192004,1
281210202182009,2
281210201011069,2
281210204021002,4
281210208061018,3
281210204021018,4
281210208012005,3
281210204021014,4
281210202121025,2
281210201041004,2
281210208031046,0
281210208041006,0
281210210051003,0
281210202181007,2
281210208041002,0
281210202193019,3
281210202193013,3
281210205001012,0
281210201051097,2
281210205002010,0
281210210041018,4
281210202086005,3
281210210012008,4
281210210032006,4
281210208011018,3
281210202084003,3
281210204025007,4
281210208043016,0
281210201011063,2
281210210012014,4
281210206011017,0
281210201013002,2
281210206022006,0
281210210033038,4
281210208011010,3
281210202152009,1
281210206011002,0
281210208031053,0
281210209011025,0
281210202182005,2
281210209023023,2
281210202091011,1
281210205001007,0
281210204023019,4
281210208044009,0
281210209021030,0
281210204025001,4
281210202093001,1
281210201011034,2
281210210051011,0
281210203041045,4
281210209022008,2
281210209011001,0
281210203042026,1
281210209011000,0
281210209012027,0
281210210034044,4
281210203032012,1
281210208044027,0
281210203043016,1
281210202121004,2
281210201051052,2
281210204013007,4
281210201012032,2
281210203041065,4
281210204012032,4
281210203043005,1
281210202152042,1
281210202103006,2
281210202086010,3
281210210014010,4
281210201042011,2
281219800001022,1
281210208061006,3
281210202121009,2
281210208012012,3
281210210052003,4
281210204021023,4
281210203041070,4
281210204011019,4
281210208031019,0
281210202084000,3
281210208012009,3
281210202152039,1
281210210051036,4
281210208031042,0
281210201011061,2
281210201013000,2
281210209012017,0
281210208031040,0
281210202141004,1
281210202192012,3
281210210033019,4
281210210033029,4
281210204013011,4
281210205002002,0
281210208061016,3
281210205001025,0
281210206022004,0
281210201031021,3
281210204013038,4
281210201051027,2
281210201051028,2
281210209022030,0
281210201041023,2
281210204012011,4
281210201041007,2
281210208062022,3
281210210051025,0
281210210013000,4
281210210011013,4
281210204023016,4
281210208061007,3
281210208052024,3
281210204024014,4
281210202152022,1
281210201031006,3
281210209021052,0
281210208032029,0
281210203042019,1
281210210052058,4
281210210052056,4
281210202131009,3
281210201011010,2
281210208032028,0
281210202084001,3
281210204023004,4
281210208043017,0
281210209021059,0
281210210041012,4
281210201012049,2
281210209011082,0
281210209011005,0
281210201051026,2
281210202191020,1
281210201011008,2
281210203041068,4
281210202091009,1
281210204012033,4
281210209023057,0
281210201051049,2
281210209021032,0
281210204013035,4
281210210051029,0
281210202162012,1
281210202086012,3
281210202193024,3
281210201051084,2
281210206011012,0
281210210041015,4
281210209021014,0
281219800001000,1
281210202192001,1
281210206012003,0
281210210051001,0
281210208061019,3
281210201032007,2
281210209022003,2
281210208042002,0
281210209021028,0
281210208052028,0
281210202101006,2
281210201011004,2
281210201051083,2
281210202101003,2
281210208051002,3
281210202192003,2
281210202152026,1
281210203042021,1
281210202103005,2
281210209021038,0
281210201051041,2
281210210011031,4
281210202121016,1
281210202086004,3
281210204024011,4
281210208061003,0
281210202172043,1
281210204024018,4
281210201051050,2
281210208042005,0
281210210033020,4
281210210051010,0
281210210031002,4
281210203041014,1
281210210052039,4
281210209011028,0
281210209023003,2
281210204013019,4
281210210041024,4
281210201051071,2
281210210034026,4
281210208031011,0
281210201041008,2
281210202183013,3
281210202131010,3
281210204025004,4
281210208061005,3
281210208044002,3
281210201042010,2
281210209011023,0
281210210042002,4
281210209023037,2
281210201012029,2
281219800001024,1
281210202085009,3
281210210034019,4
281210202081007,3
281210209022009,0
281210202082005,3
281210202182010,2
281210201032009,3
281210202121047,2
281210202094017,1
281210202085005,3
281210210011026,4
281210210014014,4
281210201011057,2
281210204023017,4
281210203032000,1
281210209012009,0
281210202152017,1
281210202103009,2
281210203043008,1
281210202103003,2
281210210042025,4
281210209012006,0
281210206011006,0
281210210014011,4
281210202093013,1
281210210041003,4
281210208044001,3
281210201031015,3
281210209021054,0
281210209021000,0
281210202121042,2
281210202181013,2
281210210051005,0
281210209023002,2
281210210043004,4
281210202193006,3
281210208062005,3
281210204012003,4
281210204011017,4
281210204011008,4
281210208031052,0
281210208031037,0
281210208031030,0
281210210052002,4
281210202101015,2
281210208062000,3
281210202152019,1
281210201011011,2
281210210052045,4
281210209011072,0
281210209011062,0
281210208044016,0
281210202141009,1
281210201051070,2
281210208052013,3
281210206012012,0
281210203032002,1
281210202093009,1
281210209022014,0
281210202181006,2
281210203042015,1
281210209021055,0
281210203031029,1
281210203042016,1
281210209011030,0
281210203043013,1
281210206012004,0
281210210034017,4
281210210032021,4
281210208011006,3
281210204021007,4
281210201031003,3
281210202121027,2
281210210033039,4
281210210034040,4
281210201051013,2
281210202183010,3
281210203041071,4
281210210014012,4
281210208031010,0
281210209021050,0
281210210013004,4
281210202121010,2
281210209021036,0
281210202086020,3
281210204021037,0
281210208041013,0
281210201041003,2
281210202191013,1
281210206012017,0
281210202103008,2
281210210011028,4
281210209022001,2
281210202101014,2
281210210052020,4
281210208043007,0
281210204011013,4
281210203041012,1
281210204022001,4
281210208043005,0
281210201013023,2
281210210034021,4
281210210034024,4
281210205001002,0
281210202091000,2
281210202086007,3
281210204022025,4
281210210041023,4
281210202086022,3
281210208052008,3
281210210034025,4
281210202142011,1
281210202092000,2
281210202093005,1
281210202102003,2
281210202085004,3
281210210052035,4
281210209011038,0
281210208032024,0
281210202193012,3
281210208044028,0
281210208052019,3
281210208052025,3
281210202193016,3
281210210014006,4
281210203032003,1
281210202121029,2
281210202161028,1
281210201012004,2
281210210032015,4
281210203031019,1
281210206012014,0
281210202152038,1
281210206012019,0
281210208061026,3
281210210034032,4
281210202161019,1
281210209011011,0
281210203031018,1
281210204013021,4
281210202151006,1
281210210051026,0
281210210042008,4
281210202162005,1
281210210034002,4
281210202152021,1
281210202121006,2
281210202191018,1
281210208042001,0
281210209021011,0
281210202092007,2
281210210011014,4
281210210014000,4
281210210031006,4
281210202085013,3
281210202161005,1
281210202161006,1
281210208042004,0
281210202152032,1
281210203042017,1
281210208032045,0
281210201013001,2
281210203041046,4
281210210034015,4
281210210033002,4
281210208061014,3
281210202103010,2
281210210033017,4
281210210011020,4
281210201031004,3
281210202091015,1
281210201012013,2
281210204024027,4
281210205001026,0
281210201011076,2
281210208032040,0
281210201031026,3
281210209021005,0
281210202183007,3
281210210034022,4
281210202103018,2
281210209011050,0
281210203041052,4
281210201011075,2
281210208031017,0
281210201013024,2
281210202121035,1
281210202081011,3
281210209023000,2
281210210042022,4
281210210042012,4
281210209011012,0
281210208041023,0
281210202102011,2
281210202152018,1
281210209023038,0
281210202082009,3
281210210052015,4
281210204011001,4
281210202192016,3
281210202092013,2
281210208052029,0
281210201031019,3
281210208032027,0
281210210051028,0
281210201012011,2
281210210032020,4
281210202171008,1
281210210014004,4
281210204011010,4
281210202183015,3
281210208031041,0
281210208044004,0
281210201012041,2
281210201012027,2
281210201011044,2
281210210052008,4
281210206012016,0
281210203031011,1
281210210052004,4
281210209011018,0
281210201032002,2
281210208031003,0
281210202082000,3
281210202092003,2
281210201051040,2
281210206011005,0
281210202193017,3
281210203031020,1
281210208052018,3
281210208041009,0
281210205001013,0
281210201011062,2
281210210052027,4
281210210042010,4
281210205001014,0
281210203032004,1
281210209023047,0
281210202102001,2
281210208062012,3
281210202101012,2
281210208052043,3
281210210052052,4
281210210031001,4
281210210011027,4
281210206011016,0
281210202094003,1
281210204013036,4
281210210052048,4
281210210034020,4
281210206011003,0
281210202183000,3
281210209021015,0
281210208032021,0
281210208061023,3
281210209023044,2
281210208031007,0
281210210052019,4
281210202152041,1
281210202152033,1
281210202091003,1
281210204024021,4
281210203031007,1
281210204012037,4
281210201031022,3
281210204023026,4
281210202162002,1
281210202141007,1
281210210033000,4
281219800001013,1
281210202086006,3
281210201051044,2
281210205001022,0
281219800001002,1
281210202161017,1
281210204022021,4
281210204021003,4
281210201031009,3
281210202182000,2
281210210041007,4
281210210042009,4
281210203042005,1
281210203043026,1
281210203041079,4
281210202161013,1
281210205002012,0
281210204024005,4
281210202121013,1
281210204012009,4
281210201041035,3
281210201041021,2
281210201042016,2
281210202121022,2
281210202086023,3
281210210032011,4
281210210041002,4
281210209021024,0
281210209022007,2
281210209023035,2
281210208031047,0
281210202152031,1
281210203043029,1
281210202181008,2
281210209011071,0
281210209023013,2
281210204022009,4
281210202121021,2
281210202121040,1
281210202181016,2
281210202082006,3
281210202193014,3
281210201013016,2
281210203041081,4
281210202182001,2
281210202171021,1
281210203031025,1
281210201051087,2
281210201051102,2
281210201012037,2
281210209022000,2
281210201011053,2
281210202102014,2
281210206012020,0
281210201013011,2
281210201013003,2
281210208011014,3
281210204022026,4
281210210033034,4
281210202141005,1
281210208012010,3
281210201012050,2
281210204022024,4
281210208052041,3
281210204011003,4
281210208011011,3
281210202121001,2
281210201042007,2
281210208042000,0
281210209021060,0
281210201012017,2
281210209021008,0
281210210034018,4
281210209021048,0
281210201051081,2
281210205002006,0
281210206011001,0
281210209011026,0
281210203041011,1
281210210011006,4
281210202152036,1
281210203043001,1
281210203041004,1
281210203041024,4
281210202191009,1
281210202171009,1
281210203031023,1
281210203043006,1
281210208012007,3
281210208032043,0
281210202091001,1
281210204021024,4
281219800001017,1
281210210052016,4
281210210052049,4
281210210034037,4
281210202192017,3
281210204021006,4
281210209023022,2
281210202121005,2
281210202101000,2
281210201011033,2
281210201011028,2
281210210032019,4
281210208032014,0
281210208032042,0
281210202151004,1
281210206012007,0
281210204011018,4
281210201011042,2
281210201011048,2
281210204013005,4
281210208032010,0
281210209021026,0
281210209011009,0
281210201012022,2
281210202172041,1
281210209011044,0
281210201012036,2
281210202092010,2
281210201051015,2
281210208012015,3
281210201051003,2
281210202192015,3
281210208044022,0
281210210033028,4
281210210033003,4
281210208042010,0
281210210052006,4
281210201051032,2
281210203031005,1
281219800001007,1
281210209011070,0
281210202121050,2
281210208031026,0
281210202192007,1
281210210012009,4
281210201011007,2
281210202152027,1
281210201011012,2
281210201041030,2
281210204013001,4
281210202161015,1
281210201012007,2
281210201012019,2
281210202193022,3
281210202152007,1
281210209011090,0
281210203031004,1
281210208031055,0
281210210031009,4
281210210033025,4
281210209011021,0
281210209011065,0
281210209011075,0
281210204023002,4
281210208052000,3
281210204022019,4
281210205001024,0
281219800001015,1
281210205001001,0
281210204013015,4
281210203043012,1
281210202101011,1
281210210051032,0
281210210012004,4
281210209021046,0
281210202085010,3
281210208042008,0
281210203042009,1
281210203041059,4
281210204024015,4
281210202161020,1
281210209023046,0
281210210041000,4
281210208052002,3
281210208061017,3
281210208044003,3
281210202121012,1
281210202142015,1
281210209021031,0
281210210041009,4
281210210051016,0
281210210052067,4
281210209011033,0
281210208052021,3
281210208044014,0
281210208052006,3
281210208043004,0
281210202171007,1
281210210011033,4
281210205001018,0
281210208012008,3
281210201051043,2
281210208032001,0
281210208011001,3
281210209022021,0
281210204012012,4
281210202084002,3
281210210033011,4
281210202086011,3
281210208012001,3
281210208012013,3
281210210033032,4
281210202082007,3
281210202171005,1
281210209023051,0
281210210041008,4
281210210033004,4
281219800001010,1
281210201051063,2
281210201051023,2
281210201011071,2
281210209023042,2
281210201012047,2
281210208011017,3
281210204012004,4
281210208032009,0
281210201013007,2
281210201011055,2
281210201041028,3
281210210032009,4
281210201042013,2
281210206011008,0
281210208062001,3
281210202152013,1
281210210031014,4
281210210042017,4
281210209023050,0
281210205002004,0
281210210051004,0
281210202191003,1
281210202085015,3
281219800001027,1
281210208052007,3
281210208012004,3
281210210014023,4
281210202172042,1
281210202121033,1
281210209022031,0
281210201011032,2
281210208062009,3
281210202151005,1
281210210012007,4
281210204012007,4
281210209021041,0
281210208044021,0
281210209011043,0
281210209011032,0
281210204012035,4
281210203032006,1
281210201042000,2
281210210041010,4
281210202121045,1
281210204013023,4
281210210052017,4
281210202161010,1
281210208044012,0
281210201041034,3
281210208011019,3
281210208032022,0
281210208032044,0
281210204023020,4
281210201032005,2
281210204021030,4
281210202162006,1
281210208041017,0
281210204012014,4
281210210043002,4
281219800001008,1
281210209011064,0
281210202086013,3
281210209023054,0
281210210052066,4
281210206011021,0
281210210011022,4
281210204022015,4
281210210012022,4
281210201051048,2
281210209011008,0
281210204012010,4
281210202161012,1
281210206012009,0
281210202102008,2
281210202191019,1
281210202086019,3
281210208044026,0
281210208052035,3
281210210033014,4
281210202081000,3
281210208042006,0
281210203041057,4
281210210014024,4
281210210052005,4
281210208061022,3
281210204023018,4
281210210052012,4
281210204022028,4
281210201051057,2
281210210042011,4
281210208043013,0
281210210033022,4
281210202161014,1
281210201012040,2
281210201051005,2
281210208052044,3
281210204024025,4
281210208031016,0
281210201051000,2
281210208031057,0
281210208031054,0
281210201051045,2
281210202094001,1
281210208012003,3
281210209021063,0
281210202183011,3
281210209011078,0
281210209011015,0
281210209011020,0
281210201011030,2
281210208044019,0
281210202152005,1
281210202161026,1
281210202141014,1
281210201011029,2
281210202121044,1
281210210014005,4
281210203041019,1
281210208011008,3
281210205002013,0
281210208044000,3
281210206012013,0
281210202086016,3
281210201032000,2
281210210034028,4
281210208043015,0
281210208052038,3
281210203032011,1
281210202192014,3
281210202193001,3
281210202162011,1
281210209021039,0
281210210011007,4
281210204024010,4
281210210033033,4
281210208044017,0
281210201051001,2
281210210052042,4
281210208061009,3
281210201041029,3
281210208012011,3
281210204013024,4
281210204012025,4
281210201051018,2
281210210051020,0
281210209023052,0
281210208031028,0
281210202091004,1
281210209012025,0
281210209011051,0
281210209011045,0
281210208041001,0
281210202121034,1
281210202121014,1
281210203042011,1
281210206012001,3
281210209022006,2
281210208011009,3
281210210033026,4
281210208041020,0
281210202131006,3
281210201011039,2
281210203043027,1
281210203031031,1
281210210012012,4
281210204013039,4
281210201031013,3
281210201031007,3
281210201051064,2
281210209021047,0
281210201011003,2
281210202121023,2
281210202182008,2
281210201051055,2
281210208044010,0
281210208032034,0
281210204013020,4
281210210052070,4
281210208061030,0
281210210042023,4
281210201012020,2
281210209021051,0
281210208062016,3
281210209021013,0
281210201012044,2
281210209011067,0
281210209011063,0
281210209011004,0
281210209011024,0
281210208032020,0
281210202102006,2
281210203043003,1
281210203041083,4
281210202086001,3
281210201013008,2
281210204024019,4
281210210014008,4
281210210011012,4
281210204022020,4
281210201051076,2
281210202161024,1
281210209023005,2
281210208051000,3
281210208061034,0
281210210012006,4
281210204013009,4
281210202183012,2
281210203031022,1
281210204013031,4
281210204013010,4
281210208052030,0
281210203041048,4
281219800001004,1
281210202142010,1
281210210032022,4
281210210051024,0
281210202142013,1
281210202085012,3
281210201032008,3
281210201013013,2
281210210034034,4
281210209023028,3
281210202172000,1
281210208011002,3
281210203031001,1
281210210034011,4
281210209021001,0
281210201011035,2
281210203043004,1
281210201012039,2
281210208041003,0
281210201011015,2
281210204022036,4
281210208031015,0
281210204013000,4
281210202152011,1
281210210043005,0
281210201041002,2
281210209021065,0
281210208012006,3
281210208062003,3
281210209011058,0
281210209022022,0
281210202141006,1
281210202084005,3
281210202085016,3
281210203041067,4
281210202162004,1
281210210012011,4
281210202152024,1
281210210012010,4
281210201051093,2
281210208052026,0
281210202152002,1
281210204011012,4
281210201031002,3
281210202183004,3
281210208062002,3
281210201011006,2
281210208062008,3
281210201013010,2
281210201013019,2
281210202086025,3
281210201042018,2
281210202103012,2
281219800001016,1
281210204021008,4
281210204022006,4
281210210052064,4
281210202121039,1
281210208032032,0
281210208032039,0
281210201032010,3
281210201011024,2
281210210041020,4
281210208051001,3
281210204024000,4
281210204021012,4
281210209023060,0
281210202103017,2
281210203041090,1
281210209011080,0
281210202191016,1
281210210052033,4
281210209011059,0
281210208043002,0
281210201031024,3
281210208012019,3
281210203043017,1
281210202152030,1
281210208032000,0
281210202121031,2
281210202091002,1
281210209011073,0
281210202081008,3
281210204013002,4
281210201013021,2
281210202102000,2
281210204012017,4
281210210033001,4
281210210012000,4
281210210051030,0
281210208052017,3
281210204012024,4
281210210011024,4
281210202151000,1
281210204021013,4
281210209021004,0
281210202152016,1
281210209011052,0
281210209011060,0
281210209011084,0
281210202094005,1
281210202081009,3
281210202181001,2
281210203041066,4
281210209022005,2
281210203041022,4
281210208041005,0
281210204012029,4
281210202085007,3
281210202193011,3
281210201011031,2
281210203043018,1
281210203041089,1
281210203041008,1
281210203041061,4
281210201042023,2
281210210011010,4
281210210031012,4
281210201012021,2
281210210011019,4
281210210052068,4
281210202094007,1
281210208011004,3
281210210052000,0
281210208011012,3
281210201042015,2
281210201051012,2
281210210032000,4
281210209022012,0
281210202171004,1
281210208061004,3
281210210013002,4
281210202162010,1
281210201051046,2
281210208042007,0
281210202121024,2
281210210014013,4
281210202092002,2
281210202182002,2
281210201031016,3
281210201031018,3
281210201042005,2
281210210041006,4
281210203032016,1
281210202091012,2
281210201013009,2
281210210041013,4
281210202102013,2
281210210034027,4
281210208061013,3
281210210031013,4
281210202161008,1
281210203032014,1
281210210033009,4
281210210033010,4
281210210033030,4
281210210042026,4
281210202192019,3
281210208052040,3
281210201031000,3
281210204024007,4
281210202103002,2
281210210052029,4
