GEOID,DIST
011170303041037,0
011170303044031,2
011170303502067,1
011170303501024,1
011170303512028,1
011170303142006,0
011170303462022,2
011170303523058,0
011170303044007,0
010730144122028,4
010730144122050,4
010730144121000,4
010730144051000,4
010730144062000,4
010730143032006,3
010730143034037,3
010730143034035,3
011170303501016,1
010730143032001,3
010730144122045,4
010730129084024,5
010730129171033,5
010730129071005,0
010730144091039,5
010730129133003,6
010730144091059,5
010730143043023,3
010730144061047,4
010730144061027,4
011170303303026,2
011170303303015,2
011170303042005,0
011170303461003,2
011170303472007,2
011170303473038,2
011170303051002,0
011170303483005,2
011170302202033,2
011170303473022,2
011170303502045,1
011170303473012,2
010730144152016,3
010730144122058,4
010730144121003,4
010730144122039,4
010730144122019,4
010730143034000,3
011170303043006,0
011170303041032,0
011170303461031,0
011170302203011,2
011170303462001,2
010730144142008,1
010730144052018,4
010730144081018,0
010730144062005,4
010730142091000,3
010730143034012,3
010730129082011,5
011170303312014,2
011170302202034,2
010730144061048,4
010730144063017,4
010730144053025,4
010730129083003,5
010730144053013,4
010730144061049,4
010730144121005,4
010730144143014,5
011170303312000,2
010730144151014,3
011170303044017,0
011170302123022,2
011170302162005,2
011170303461001,2
011170303462027,2
011170303502049,1
011170303473031,2
011170303312003,2
010730144101015,0
010730144051010,4
010730142083001,3
010730129073035,5
011170302204014,2
010730144083015,0
010730144061009,4
010730144083007,0
010730129082006,5
010730143034030,3
010730144053030,4
010730129073024,5
010730144061018,4
011170303462018,2
010730143034074,3
011170303461014,2
011170303473001,2
011170303303001,2
011170303511015,1
011170303502063,1
011170303502048,1
011170303501025,1
011170303524005,0
010730144063004,4
010730144143006,4
010730144122022,4
010730144151013,4
011170303044045,2
011170303522027,0
011170303043005,0
010730129131008,6
010730144143019,5
010730144041049,4
010730129083000,5
010730129082004,5
010730144141013,5
011170303473044,2
010730144052004,4
010730129084009,5
010730129191000,6
010730144092013,5
011170302202014,2
010730129072008,0
011170303512002,1
010730142093040,3
010730144091010,5
010730129131001,6
011170303462040,2
011170302211023,2
011170303524007,0
010730129072011,0
010730144051007,4
010730144041067,4
010730142093038,3
011170302202022,2
011170303523025,0
010730129072009,0
010730129181005,6
010730129131002,6
010730143034034,3
010730142084006,1
010730144103002,1
010730144151012,4
010730143034005,3
011170302204004,2
010730144142014,3
010730143032013,3
010730143034042,3
011170303043018,0
011170303041014,0
011170303472015,2
011170303482002,2
011170303041012,0
011170303473021,2
011170303523034,0
011170303524010,0
011170303483017,2
011170303522020,0
011170303302001,2
011170303041016,0
010730144091056,5
010730142093039,3
011170303042054,0
011170303303021,2
011170303483015,2
011170303502009,1
010730142083006,1
010730129101070,2
010730144092024,5
010730144091046,5
010730144102020,6
010730129073013,5
011170303043002,0
011170302213000,2
011170302202024,2
011170302163004,2
011170303523013,1
011170303462041,2
011170303151000,0
011170303043007,0
011170303502116,1
011170303521010,1
011170303523055,0
010730144091015,5
011170303044039,2
011170303041041,0
011170302111020,2
010730144081017,0
010730143041012,3
010730144151043,4
010730144091009,5
010730144103023,1
010730129071027,0
010730144064007,5
011170303523064,1
011170303483022,2
011170303483001,2
011170303043009,0
010730129082002,5
010730144122040,4
010730142052006,1
010730144061004,4
011170303462033,0
011170303481038,0
011170303042023,2
010730129082001,5
011170303523042,0
011170303041024,0
011170303151002,0
011170303043015,0
011170303044030,2
011170303312006,2
011170303302012,2
011170303142008,0
011170303502000,1
011170303524014,0
011170303502114,1
010730142084051,1
010730144082016,6
010730144053007,4
010730144143001,4
010730144143031,5
010730129073025,5
010730144151038,3
010730144041051,4
011170302202010,2
010730143033010,3
010730143033011,3
010730143032003,3
010730144143043,5
010730144143038,5
010730144083011,0
010730144103013,1
010730144061008,4
010730144061020,4
010730144061038,4
010730129171035,5
010730144142002,1
010730129081000,5
010730142093008,3
010730144081006,6
010730144122012,4
010730129084013,5
010730144152013,3
010730144082021,6
010730144053009,4
011170303512018,1
011170303142041,0
011170303053024,0
011170303041003,0
011170303502117,1
010730144103004,1
010730144101002,6
010730144091035,5
010730144063013,4
011170303142001,0
010730144141014,5
011170303462047,2
011179801001000,2
011170303472017,2
010730143034010,3
010730143032016,3
010730129171011,5
010730143033004,3
010730144141012,5
010730144091002,5
010730144061034,4
011170302213001,2
010730144091027,5
010730129172009,5
010730129181002,6
010730129084005,5
010730142083003,1
010730144143020,4
010730144091013,5
010730144121009,4
010730144041052,4
011170303462048,2
011170303473053,2
011170302203012,2
011170303142040,0
011170303522024,0
011170303142039,0
010730144122008,4
010730129072022,0
011170302212007,2
011170303512011,1
