GEOID20,DIST
281210203041026,3
281210201042019,1
281210204012006,3
281210209011017,4
281210210011015,0
281210201042024,2
281210204013033,0
281210209021040,4
281210208044015,4
281210209023001,4
281210204011005,0
281210202121018,1
281210208032030,4
281210210052055,0
281210210052044,0
281210201041015,2
281210210052025,0
281210208041014,3
281210201011017,4
281210201012026,4
281210209021062,4
281210209021045,4
281210210034041,0
281210202192013,2
281210202183009,2
281210202161025,3
281210208032033,4
281210202191002,2
281210204022030,3
281210203041049,3
281210210013001,0
281210210041016,0
281210201051002,4
281210204022014,0
281210201012035,4
281210202142002,1
281210202102002,1
281210203043024,1
281210209011066,4
281210210052034,0
281210209023027,4
281210204022035,0
281210208062013,4
281210202092008,1
281210210052061,0
281210202151002,1
281210202192004,2
281210202182009,2
281210201011069,4
281210204021002,0
281210208061018,3
281210204021018,0
281210208012005,4
281210204021014,0
281210202121025,1
281210201041004,2
281210208031046,4
281210208041006,3
281210210051003,4
281210202181007,2
281210208041002,3
281210202193019,2
281210202193013,2
281210205001012,3
281210201051097,4
281210205002010,3
281210210041018,0
281210202086005,2
281210210012008,0
281210210032006,0
281210208011018,3
281210202084003,2
281210204025007,0
281210208043016,3
281210201011063,4
281210210012014,0
281210206011017,3
281210201013002,4
281210206022006,3
281210210033038,0
281210208011010,2
281210202152009,3
281210206011002,3
281210208031053,4
281210209011025,4
281210202182005,2
281210209023023,4
281210202091011,1
281210205001007,3
281210204023019,0
281210208044009,3
281210209021030,4
281210204025001,3
281210202093001,1
281210201011034,4
281210210051011,4
281210203041045,3
281210209022008,4
281210209011001,4
281210203042026,3
281210209011000,4
281210209012027,4
281210210034044,0
281210203032012,1
281210208044027,4
281210203043016,3
281210202121004,1
281210201051052,4
281210204013007,0
281210201012032,4
281210203041065,3
281210204012032,0
281210203043005,1
281210202152042,1
281210202103006,1
281210202086010,2
281210210014010,0
281210201042011,2
281219800001022,3
281210208061006,4
281210202121009,1
281210208012012,3
281210210052003,0
281210204021023,0
281210203041070,3
281210204011019,0
281210208031019,4
281210202084000,3
281210208012009,3
281210202152039,3
281210210051036,4
281210208031042,4
281210201011061,4
281210201013000,4
281210209012017,4
281210208031040,4
281210202141004,3
281210202192012,2
281210210033019,0
281210210033029,0
281210204013011,0
281210205002002,3
281210208061016,4
281210205001025,3
281210206022004,3
281210201031021,2
281210204013038,0
281210201051027,4
281210201051028,4
281210209022030,4
281210201041023,4
281210204012011,3
281210201041007,2
281210208062022,4
281210210051025,4
281210210013000,0
281210210011013,0
281210204023016,0
281210208061007,4
281210208052024,3
281210204024014,0
281210202152022,3
281210201031006,2
281210209021052,4
281210208032029,4
281210203042019,3
281210210052058,0
281210210052056,0
281210202131009,2
281210201011010,4
281210208032028,4
281210202084001,2
281210204023004,0
281210208043017,3
281210209021059,4
281210210041012,0
281210201012049,4
281210209011082,4
281210209011005,4
281210201051026,4
281210202191020,3
281210201011008,4
281210203041068,3
281210202091009,1
281210204012033,0
281210209023057,4
281210201051049,4
281210209021032,4
281210204013035,0
281210210051029,4
281210202162012,3
281210202086012,2
281210202193024,3
281210201051084,4
281210206011012,3
281210210041015,0
281210209021014,4
281219800001000,3
281210202192001,2
281210206012003,3
281210210051001,4
281210208061019,3
281210201032007,2
281210209022003,4
281210208042002,4
281210209021028,4
281210208052028,3
281210202101006,1
281210201011004,4
281210201051083,4
281210202101003,1
281210208051002,3
281210202192003,2
281210202152026,3
281210203042021,3
281210202103005,1
281210209021038,4
281210201051041,4
281210210011031,0
281210202121016,1
281210202086004,2
281210204024011,0
281210208061003,4
281210202172043,3
281210204024018,0
281210201051050,4
281210208042005,0
281210210033020,0
281210210051010,4
281210210031002,0
281210203041014,3
281210210052039,0
281210209011028,4
281210209023003,4
281210204013019,0
281210210041024,0
281210201051071,4
281210210034026,0
281210208031011,4
281210201041008,2
281210202183013,2
281210202131010,2
281210204025004,3
281210208061005,4
281210208044002,3
281210201042010,2
281210209011023,4
281210210042002,0
281210209023037,4
281210201012029,4
281219800001024,3
281210202085009,2
281210210034019,0
281210202081007,2
281210209022009,4
281210202082005,2
281210202182010,2
281210201032009,2
281210202121047,1
281210202094017,1
281210202085005,2
281210210011026,0
281210210014014,0
281210201011057,4
281210204023017,0
281210203032000,1
281210209012009,4
281210202152017,3
281210202103009,1
281210203043008,1
281210202103003,1
281210210042025,0
281210209012006,4
281210206011006,3
281210210014011,0
281210202093013,1
281210210041003,0
281210208044001,3
281210201031015,2
281210209021054,4
281210209021000,4
281210202121042,1
281210202181013,2
281210210051005,0
281210209023002,4
281210210043004,0
281210202193006,2
281210208062005,3
281210204012003,3
281210204011017,0
281210204011008,0
281210208031052,4
281210208031037,4
281210208031030,4
281210210052002,0
281210202101015,1
281210208062000,4
281210202152019,3
281210201011011,4
281210210052045,0
281210209011072,4
281210209011062,4
281210208044016,4
281210202141009,3
281210201051070,4
281210208052013,2
281210206012012,3
281210203032002,1
281210202093009,1
281210209022014,4
281210202181006,2
281210203042015,3
281210209021055,4
281210203031029,1
281210203042016,3
281210209011030,4
281210203043013,1
281210206012004,3
281210210034017,0
281210210032021,0
281210208011006,3
281210204021007,0
281210201031003,2
281210202121027,1
281210210033039,0
281210210034040,0
281210201051013,4
281210202183010,2
281210203041071,3
281210210014012,0
281210208031010,4
281210209021050,4
281210210013004,0
281210202121010,1
281210209021036,4
281210202086020,2
281210204021037,3
281210208041013,3
281210201041003,2
281210202191013,3
281210206012017,3
281210202103008,1
281210210011028,0
281210209022001,4
281210202101014,1
281210210052020,0
281210208043007,3
281210204011013,0
281210203041012,3
281210204022001,3
281210208043005,3
281210201013023,2
281210210034021,0
281210210034024,0
281210205001002,3
281210202091000,1
281210202086007,2
281210204022025,0
281210210041023,0
281210202086022,2
281210208052008,2
281210210034025,0
281210202142011,1
281210202092000,1
281210202093005,1
281210202102003,1
281210202085004,2
281210210052035,0
281210209011038,4
281210208032024,4
281210202193012,2
281210208044028,4
281210208052019,3
281210208052025,3
281210202193016,3
281210210014006,0
281210203032003,1
281210202121029,1
281210202161028,3
281210201012004,4
281210210032015,0
281210203031019,1
281210206012014,3
281210202152038,3
281210206012019,3
281210208061026,4
281210210034032,0
281210202161019,3
281210209011011,4
281210203031018,1
281210204013021,0
281210202151006,1
281210210051026,4
281210210042008,0
281210202162005,3
281210210034002,0
281210202152021,3
281210202121006,1
281210202191018,3
281210208042001,4
281210209021011,4
281210202092007,1
281210210011014,0
281210210014000,0
281210210031006,0
281210202085013,2
281210202161005,3
281210202161006,3
281210208042004,0
281210202152032,1
281210203042017,3
281210208032045,4
281210201013001,4
281210203041046,3
281210210034015,0
281210210033002,0
281210208061014,4
281210202103010,1
281210210033017,0
281210210011020,0
281210201031004,2
281210202091015,1
281210201012013,4
281210204024027,0
281210205001026,3
281210201011076,1
281210208032040,4
281210201031026,2
281210209021005,4
281210202183007,2
281210210034022,0
281210202103018,1
281210209011050,4
281210203041052,3
281210201011075,1
281210208031017,4
281210201013024,1
281210202121035,3
281210202081011,2
281210209023000,4
281210210042022,0
281210210042012,0
281210209011012,4
281210208041023,3
281210202102011,1
281210202152018,3
281210209023038,4
281210202082009,2
281210210052015,0
281210204011001,0
281210202192016,2
281210202092013,1
281210208052029,3
281210201031019,2
281210208032027,4
281210210051028,4
281210201012011,4
281210210032020,0
281210202171008,3
281210210014004,0
281210204011010,0
281210202183015,2
281210208031041,4
281210208044004,4
281210201012041,4
281210201012027,4
281210201011044,4
281210210052008,0
281210206012016,3
281210203031011,1
281210210052004,0
281210209011018,4
281210201032002,2
281210208031003,4
281210202082000,3
281210202092003,1
281210201051040,4
281210206011005,3
281210202193017,2
281210203031020,1
281210208052018,3
281210208041009,3
281210205001013,3
281210201011062,4
281210210052027,0
281210210042010,0
281210205001014,3
281210203032004,1
281210209023047,4
281210202102001,1
281210208062012,3
281210202101012,1
281210208052043,3
281210210052052,0
281210210031001,0
281210210011027,0
281210206011016,3
281210202094003,1
281210204013036,0
281210210052048,0
281210210034020,0
281210206011003,3
281210202183000,2
281210209021015,4
281210208032021,4
281210208061023,4
281210209023044,4
281210208031007,4
281210210052019,0
281210202152041,3
281210202152033,3
281210202091003,1
281210204024021,0
281210203031007,1
281210204012037,0
281210201031022,2
281210204023026,0
281210202162002,3
281210202141007,3
281210210033000,0
281219800001013,3
281210202086006,2
281210201051044,4
281210205001022,3
281219800001002,3
281210202161017,3
281210204022021,0
281210204021003,0
281210201031009,2
281210202182000,2
281210210041007,0
281210210042009,0
281210203042005,3
281210203043026,1
281210203041079,3
281210202161013,3
281210205002012,3
281210204024005,0
281210202121013,1
281210204012009,3
281210201041035,4
281210201041021,4
281210201042016,1
281210202121022,1
281210202086023,2
281210210032011,0
281210210041002,0
281210209021024,4
281210209022007,4
281210209023035,4
281210208031047,4
281210202152031,3
281210203043029,3
281210202181008,2
281210209011071,4
281210209023013,4
281210204022009,0
281210202121021,1
281210202121040,3
281210202181016,2
281210202082006,2
281210202193014,2
281210201013016,4
281210203041081,3
281210202182001,2
281210202171021,3
281210203031025,1
281210201051087,4
281210201051102,4
281210201012037,4
281210209022000,4
281210201011053,4
281210202102014,1
281210206012020,3
281210201013011,1
281210201013003,1
281210208011014,4
281210204022026,0
281210210033034,0
281210202141005,3
281210208012010,3
281210201012050,4
281210204022024,0
281210208052041,3
281210204011003,0
281210208011011,4
281210202121001,1
281210201042007,2
281210208042000,4
281210209021060,4
281210201012017,4
281210209021008,4
281210210034018,0
281210209021048,4
281210201051081,4
281210205002006,3
281210206011001,3
281210209011026,4
281210203041011,3
281210210011006,0
281210202152036,3
281210203043001,1
281210203041004,3
281210203041024,3
281210202191009,2
281210202171009,3
281210203031023,1
281210203043006,1
281210208012007,4
281210208032043,4
281210202091001,1
281210204021024,0
281219800001017,3
281210210052016,0
281210210052049,0
281210210034037,0
281210202192017,2
281210204021006,0
281210209023022,4
281210202121005,1
281210202101000,1
281210201011033,4
281210201011028,4
281210210032019,0
281210208032014,4
281210208032042,4
281210202151004,1
281210206012007,3
281210204011018,0
281210201011042,4
281210201011048,4
281210204013005,0
281210208032010,4
281210209021026,4
281210209011009,4
281210201012022,4
281210202172041,3
281210209011044,4
281210201012036,4
281210202092010,1
281210201051015,4
281210208012015,4
281210201051003,4
281210202192015,2
281210208044022,4
281210210033028,0
281210210033003,0
281210208042010,3
281210210052006,0
281210201051032,4
281210203031005,1
281219800001007,3
281210209011070,4
281210202121050,1
281210208031026,4
281210202192007,2
281210210012009,0
281210201011007,4
281210202152027,3
281210201011012,4
281210201041030,4
281210204013001,0
281210202161015,3
281210201012007,4
281210201012019,4
281210202193022,2
281210202152007,1
281210209011090,4
281210203031004,1
281210208031055,4
281210210031009,0
281210210033025,0
281210209011021,4
281210209011065,4
281210209011075,4
281210204023002,0
281210208052000,2
281210204022019,0
281210205001024,3
281219800001015,3
281210205001001,3
281210204013015,0
281210203043012,1
281210202101011,1
281210210051032,4
281210210012004,0
281210209021046,4
281210202085010,2
281210208042008,3
281210203042009,3
281210203041059,3
281210204024015,0
281210202161020,3
281210209023046,4
281210210041000,0
281210208052002,2
281210208061017,3
281210208044003,3
281210202121012,1
281210202142015,1
281210209021031,4
281210210041009,0
281210210051016,0
281210210052067,0
281210209011033,4
281210208052021,3
281210208044014,4
281210208052006,2
281210208043004,4
281210202171007,3
281210210011033,0
281210205001018,3
281210208012008,3
281210201051043,4
281210208032001,4
281210208011001,2
281210209022021,4
281210204012012,0
281210202084002,2
281210210033011,0
281210202086011,2
281210208012001,4
281210208012013,3
281210210033032,0
281210202082007,2
281210202171005,3
281210209023051,4
281210210041008,0
281210210033004,0
281219800001010,3
281210201051063,4
281210201051023,4
281210201011071,4
281210209023042,4
281210201012047,4
281210208011017,3
281210204012004,3
281210208032009,4
281210201013007,1
281210201011055,4
281210201041028,4
281210210032009,0
281210201042013,1
281210206011008,3
281210208062001,4
281210202152013,1
281210210031014,0
281210210042017,0
281210209023050,4
281210205002004,3
281210210051004,4
281210202191003,2
281210202085015,2
281219800001027,3
281210208052007,3
281210208012004,4
281210210014023,0
281210202172042,3
281210202121033,3
281210209022031,4
281210201011032,4
281210208062009,4
281210202151005,1
281210210012007,0
281210204012007,3
281210209021041,4
281210208044021,4
281210209011043,4
281210209011032,4
281210204012035,0
281210203032006,1
281210201042000,2
281210210041010,0
281210202121045,2
281210204013023,0
281210210052017,0
281210202161010,3
281210208044012,4
281210201041034,4
281210208011019,3
281210208032022,4
281210208032044,4
281210204023020,0
281210201032005,2
281210204021030,0
281210202162006,3
281210208041017,3
281210204012014,0
281210210043002,0
281219800001008,3
281210209011064,4
281210202086013,2
281210209023054,4
281210210052066,0
281210206011021,3
281210210011022,0
281210204022015,3
281210210012022,0
281210201051048,4
281210209011008,4
281210204012010,3
281210202161012,3
281210206012009,3
281210202102008,1
281210202191019,3
281210202086019,2
281210208044026,4
281210208052035,3
281210210033014,0
281210202081000,3
281210208042006,0
281210203041057,3
281210210014024,0
281210210052005,0
281210208061022,4
281210204023018,0
281210210052012,0
281210204022028,3
281210201051057,4
281210210042011,0
281210208043013,3
281210210033022,0
281210202161014,3
281210201012040,4
281210201051005,4
281210208052044,3
281210204024025,0
281210208031016,4
281210201051000,4
281210208031057,4
281210208031054,4
281210201051045,4
281210202094001,1
281210208012003,4
281210209021063,4
281210202183011,2
281210209011078,4
281210209011015,4
281210209011020,4
281210201011030,4
281210208044019,4
281210202152005,1
281210202161026,3
281210202141014,1
281210201011029,4
281210202121044,3
281210210014005,0
281210203041019,3
281210208011008,2
281210205002013,3
281210208044000,3
281210206012013,3
281210202086016,2
281210201032000,2
281210210034028,0
281210208043015,3
281210208052038,3
281210203032011,1
281210202192014,2
281210202193001,2
281210202162011,3
281210209021039,4
281210210011007,0
281210204024010,0
281210210033033,0
281210208044017,4
281210201051001,4
281210210052042,0
281210208061009,4
281210201041029,4
281210208012011,3
281210204013024,0
281210204012025,0
281210201051018,4
281210210051020,4
281210209023052,4
281210208031028,4
281210202091004,1
281210209012025,4
281210209011051,4
281210209011045,4
281210208041001,3
281210202121034,3
281210202121014,1
281210203042011,3
281210206012001,3
281210209022006,4
281210208011009,2
281210210033026,0
281210208041020,3
281210202131006,2
281210201011039,4
281210203043027,3
281210203031031,1
281210210012012,0
281210204013039,0
281210201031013,2
281210201031007,2
281210201051064,4
281210209021047,4
281210201011003,4
281210202121023,1
281210202182008,2
281210201051055,4
281210208044010,4
281210208032034,4
281210204013020,0
281210210052070,0
281210208061030,4
281210210042023,0
281210201012020,4
281210209021051,4
281210208062016,4
281210209021013,4
281210201012044,2
281210209011067,4
281210209011063,4
281210209011004,4
281210209011024,4
281210208032020,4
281210202102006,1
281210203043003,1
281210203041083,3
281210202086001,3
281210201013008,1
281210204024019,0
281210210014008,0
281210210011012,0
281210204022020,0
281210201051076,4
281210202161024,3
281210209023005,4
281210208051000,3
281210208061034,4
281210210012006,0
281210204013009,0
281210202183012,2
281210203031022,1
281210204013031,0
281210204013010,0
281210208052030,3
281210203041048,3
281219800001004,3
281210202142010,1
281210210032022,0
281210210051024,4
281210202142013,1
281210202085012,2
281210201032008,2
281210201013013,4
281210210034034,0
281210209023028,4
281210202172000,3
281210208011002,2
281210203031001,1
281210210034011,0
281210209021001,4
281210201011035,4
281210203043004,1
281210201012039,4
281210208041003,3
281210201011015,4
281210204022036,0
281210208031015,4
281210204013000,0
281210202152011,1
281210210043005,0
281210201041002,2
281210209021065,4
281210208012006,4
281210208062003,4
281210209011058,4
281210209022022,4
281210202141006,3
281210202084005,2
281210202085016,2
281210203041067,3
281210202162004,3
281210210012011,0
281210202152024,3
281210210012010,0
281210201051093,4
281210208052026,3
281210202152002,1
281210204011012,0
281210201031002,2
281210202183004,2
281210208062002,4
281210201011006,4
281210208062008,4
281210201013010,1
281210201013019,1
281210202086025,2
281210201042018,2
281210202103012,1
281219800001016,3
281210204021008,0
281210204022006,0
281210210052064,0
281210202121039,2
281210208032032,4
281210208032039,4
281210201032010,2
281210201011024,4
281210210041020,0
281210208051001,3
281210204024000,0
281210204021012,0
281210209023060,4
281210202103017,1
281210203041090,3
281210209011080,4
281210202191016,3
281210210052033,0
281210209011059,4
281210208043002,4
281210201031024,2
281210208012019,4
281210203043017,1
281210202152030,3
281210208032000,4
281210202121031,1
281210202091002,1
281210209011073,4
281210202081008,2
281210204013002,0
281210201013021,2
281210202102000,1
281210204012017,0
281210210033001,0
281210210012000,0
281210210051030,4
281210208052017,2
281210204012024,0
281210210011024,0
281210202151000,1
281210204021013,0
281210209021004,4
281210202152016,3
281210209011052,4
281210209011060,4
281210209011084,4
281210202094005,1
281210202081009,2
281210202181001,2
281210203041066,3
281210209022005,4
281210203041022,3
281210208041005,3
281210204012029,0
281210202085007,2
281210202193011,2
281210201011031,4
281210203043018,1
281210203041089,3
281210203041008,3
281210203041061,3
281210201042023,1
281210210011010,0
281210210031012,0
281210201012021,4
281210210011019,0
281210210052068,0
281210202094007,1
281210208011004,2
281210210052000,0
281210208011012,4
281210201042015,1
281210201051012,4
281210210032000,0
281210209022012,4
281210202171004,3
281210208061004,4
281210210013002,0
281210202162010,3
281210201051046,4
281210208042007,3
281210202121024,1
281210210014013,0
281210202092002,1
281210202182002,2
281210201031016,2
281210201031018,2
281210201042005,2
281210210041006,0
281210203032016,1
281210202091012,1
281210201013009,1
281210210041013,0
281210202102013,1
281210210034027,0
281210208061013,4
281210210031013,0
281210202161008,3
281210203032014,1
281210210033009,0
281210210033010,0
281210210033030,0
281210210042026,0
281210202192019,2
